Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,Usage_per_Tenure,Spend_per_Tenure,Support_per_Tenure,Support_x_Delay,Age_x_Tenure,Inactivity_Score,Age_Group,Customer_Value
27,Male,40,23.0,3.0,26,Basic,Monthly,442.0,24.0,0,0.5749999856250004,11.049999723750007,0.07499999812500005,78.0,1080,0.2344827850178349,Millennials,764.0
18,Female,54,24.0,2.0,25,Basic,Quarterly,385.0,8.0,0,0.44444443621399193,7.1296294975994545,0.037037036351165994,50.0,972,0.4275862266349577,Gen Z,894.0
60,Male,60,11.0,5.0,6,Basic,Monthly,590.0,27.0,0,0.18333333027777785,9.833333169444447,0.08333333194444448,30.0,3600,0.4827586385255642,Boomers,939.5
20,Female,37,9.0,1.0,14,Basic,Quarterly,787.0,2.0,0,0.24324323666910172,21.270269695398117,0.027027026296566857,14.0,740,0.8344827643281805,Gen Z,814.5
24,Male,22,8.0,9.0,17,Premium,Monthly,955.0,5.0,1,0.36363634710743875,43.4090889359505,0.4090908904958686,153.0,528,0.7310344920332934,Gen Z,783.0
63,Female,26,5.0,6.0,5,Standard,Monthly,778.0,10.0,0,0.1923076849112429,29.923075772189392,0.23076922189349144,30.0,1638,0.7517241464922708,Boomers,717.0
30,Male,13,17.0,10.0,13,Premium,Quarterly,286.0,27.0,0,1.3076922071005996,21.99999830769244,0.7692307100591762,130.0,390,0.3103448513674189,Millennials,431.0
32,Male,38,15.0,0.0,23,Premium,Annual,366.0,1.0,0,0.39473683171745183,9.631578693905825,0.0,0.0,1216,0.6482758741973838,Millennials,632.0
38,Female,58,17.0,6.0,5,Premium,Quarterly,259.0,30.0,0,0.29310344322235443,4.465517164387635,0.10344827407847804,30.0,2204,0.200000027586206,Millennials,779.5
63,Female,6,23.0,0.0,5,Premium,Quarterly,450.0,30.0,0,3.8333326944445507,74.99998750000208,0.0,0.0,378,0.200000027586206,Boomers,379.0
24,Male,53,30.0,9.0,23,Standard,Annual,341.0,14.0,1,0.5660377251690996,6.433962142755432,0.16981131755072987,207.0,1272,0.3241379543400705,Gen Z,818.5
42,Male,38,13.0,0.0,24,Premium,Annual,429.0,13.0,0,0.34210525415512494,11.289473387119122,0.0,0.0,1596,0.5655172563614739,Millennials,649.0
35,Female,44,19.0,9.0,7,Premium,Quarterly,331.0,13.0,0,0.4318181720041325,7.522727101756202,0.20454544989669432,63.0,1540,0.524137947443519,Millennials,671.0
18,Male,37,11.0,4.0,14,Basic,Annual,927.0,30.0,1,0.2972972892622354,25.054053376917476,0.10810810518626743,56.0,666,0.5034482929845416,Gen Z,815.0
54,Male,24,29.0,10.0,3,Basic,Annual,864.0,30.0,1,1.208333282986113,35.99999850000006,0.41666664930555625,30.0,1296,0.0689655493460156,Gen X,797.0
63,Male,21,1.0,5.0,20,Standard,Quarterly,521.0,1.0,1,0.04761904535147403,24.809522628117968,0.23809522675737013,100.0,1323,0.9586206910820452,Boomers,510.0
42,Male,4,26.0,10.0,2,Basic,Annual,610.0,4.0,0,6.4999983750004064,152.49996187500952,2.499999375000156,20.0,168,0.4275862266349577,Millennials,506.0
51,Female,41,17.0,7.0,28,Standard,Monthly,383.0,8.0,1,0.4146341362284357,9.34146318679358,0.1707317031528853,196.0,2091,0.4827586385255642,Gen X,771.0
35,Male,42,21.0,3.0,10,Standard,Annual,955.0,5.0,0,0.49999998809523843,22.738094696712032,0.0714285697278912,30.0,1470,0.4620689840665868,Millennials,1069.5
63,Female,18,11.0,9.0,15,Standard,Quarterly,728.0,17.0,0,0.6111110771604957,40.44444219753099,0.49999997222222375,135.0,1134,0.5034482929845416,Boomers,584.5
44,Male,19,22.0,4.0,11,Basic,Monthly,915.0,16.0,0,1.1578946759002802,48.157892202216196,0.21052630470914185,44.0,836,0.2275862335315092,Gen X,805.5
38,Male,10,22.0,9.0,0,Standard,Quarterly,215.0,9.0,0,2.199999780000022,21.499997850000216,0.8999999100000091,0.0,380,0.4827586385255641,Millennials,319.0
37,Male,57,,4.0,5,Basic,Annual,293.0,29.0,0,,5.14035078701139,0.07017543736534321,20.0,2109,0.0620689978596897,Millennials,847.5
59,Male,16,9.0,1.0,18,Standard,Quarterly,354.0,27.0,0,0.5624999648437522,22.124998617187586,0.06249999609375024,18.0,944,0.4758620870392384,Boomers,317.5
59,Male,17,16.0,2.0,19,Standard,Quarterly,682.0,29.0,0,0.9411764152249167,40.117644698962074,0.11764705190311459,38.0,1003,0.3103448513674189,Boomers,679.5
48,Female,54,21.0,1.0,7,Basic,Quarterly,714.0,8.0,0,0.38888888168724295,13.22222197736626,0.018518518175582997,7.0,2592,0.4965517414982158,Gen X,998.5
39,Female,6,30.0,3.0,9,Basic,Monthly,171.0,12.0,0,4.9999991666668056,28.49999525000079,0.49999991666668053,27.0,234,0.2344827850178349,Millennials,319.5
28,Male,57,21.0,8.0,28,Premium,Monthly,796.0,11.0,1,0.3684210461680518,13.964912035703298,0.14035087473068641,224.0,1596,0.5103448444708675,Millennials,1080.5
43,Male,7,14.0,9.0,26,Premium,Monthly,874.0,15.0,0,1.999999714285755,124.8571250204107,1.2857141020408425,234.0,301,0.6137931167657547,Gen X,585.0
56,Male,54,6.0,3.0,12,Standard,Monthly,197.0,,0,0.11111110905349798,3.6481480805898507,0.05555555452674899,36.0,3024,0.820689661355529,Gen X,662.5
24,Male,7,2.0,7.0,16,Basic,Annual,272.0,1.0,0,0.285714244897965,38.85713730612324,0.9999998571428775,112.0,168,0.931034485136742,Gen Z,273.5
29,Female,48,28.0,7.0,5,Basic,Monthly,524.0,15.0,0,0.5833333211805558,10.916666439236117,0.14583333029513895,35.0,1392,0.2620689909631382,Millennials,880.0
47,Female,42,14.0,0.0,12,Basic,Quarterly,786.0,22.0,0,0.3333333253968256,18.714285268707496,0.0,0.0,1974,0.5103448444708675,Gen X,869.5
18,Male,37,18.0,6.0,15,Standard,Monthly,638.0,14.0,0,0.48648647333820344,17.243242777209655,0.16216215777940116,90.0,666,0.4000000206896545,Gen Z,767.5
33,Male,24,6.0,8.0,4,Premium,Monthly,594.0,2.0,0,0.24999998958333375,24.74999896875004,0.333333319444445,32.0,792,0.8758620732461354,Millennials,577.0
40,Male,8,29.0,6.0,21,Basic,Quarterly,360.0,16.0,0,3.624999546875057,44.99999437500071,0.7499999062500118,126.0,320,0.2551724394768124,Millennials,456.0
33,Female,1,13.0,9.0,6,Basic,Quarterly,944.0,20.0,0,12.999987000013,943.999056000944,8.999991000009,54.0,33,0.4965517414982158,Millennials,585.0
35,Female,49,5.0,8.0,23,Basic,Monthly,593.0,9.0,1,0.10204081424406503,12.102040569346112,0.16326530279050402,184.0,1715,0.8965517277051128,Millennials,746.0
42,Male,28,5.0,0.0,21,Basic,Annual,333.0,7.0,0,0.17857142219387778,11.89285671811226,0.0,0.0,1176,0.8551724187871579,Millennials,488.5
43,Male,12,29.0,3.0,4,Basic,Monthly,488.0,26.0,0,2.4166664652777947,40.66666327777806,0.2499999791666684,12.0,516,0.1517241671819252,Gen X,503.0
52,Female,51,9.0,,26,Basic,Quarterly,706.0,1.0,0,0.1764705847750866,13.843136983467902,,,2652,0.7862069039238999,Gen X,870.0
34,Female,34,13.0,5.0,20,Basic,Annual,100.0,27.0,1,0.3823529299307962,2.9411763840830476,0.1470588192041524,100.0,1156,0.3517241602853738,Millennials,477.0
40,Male,60,25.0,0.0,0,Premium,Annual,395.0,2.0,0,0.41666665972222233,6.583333223611113,0.0,0.0,2400,0.4344827781212835,Millennials,911.0
31,Female,27,30.0,1.0,20,Standard,Annual,302.0,24.0,1,1.1111110699588491,11.185184770919083,0.037037035665294975,20.0,837,0.1034483067776446,Millennials,502.5
63,Female,35,15.0,3.0,18,Standard,Monthly,213.0,6.0,0,0.428571416326531,6.08571411183674,0.0857142832653062,54.0,2205,0.6137931167657547,Boomers,563.5
42,Female,50,12.0,9.0,14,Standard,Quarterly,519.0,15.0,0,0.23999999520000012,10.379999792400005,0.17999999640000008,126.0,2100,0.6137931167657545,Millennials,862.5
29,Female,36,24.0,2.0,6,Premium,Annual,478.0,1.0,0,0.6666666481481487,13.277777408950628,0.05555555401234573,12.0,1044,0.5310344989298449,Millennials,697.0
63,Male,7,16.0,2.0,28,Premium,Annual,585.0,16.0,0,2.28571395918372,83.57141663265476,0.285714244897965,56.0,441,0.4758620870392384,Boomers,450.0
57,Female,32,10.0,0.0,24,Premium,Monthly,644.0,27.0,1,0.3124999902343753,20.12499937109377,0.0,0.0,1824,0.5172413959571932,Gen X,697.0
58,Male,40,13.0,4.0,9,Basic,Monthly,130.0,10.0,0,0.3249999918750002,3.249999918750002,0.09999999750000006,36.0,2320,0.600000013793103,Gen X,538.0
38,Female,60,15.0,0.0,17,Standard,Quarterly,948.0,13.0,0,0.2499999958333334,15.799999736666672,0.0,0.0,2280,0.4689655355529125,Millennials,1179.0
46,Male,50,15.0,10.0,13,Basic,Annual,,22.0,1,0.29999999400000016,,0.1999999960000001,130.0,2300,0.524137947443519,Gen X,1038.0
65,Female,23,22.0,10.0,25,Basic,Annual,156.0,1.0,1,0.9565216975425348,6.782608400756156,0.4347825897920613,250.0,1495,0.6689655286563612,Boomers,472.0
25,Male,25,15.0,1.0,15,Basic,Quarterly,115.0,15.0,0,0.599999976000001,4.5999998160000075,0.03999999840000006,15.0,625,0.4620689840665868,Gen Z,406.5
42,Male,38,11.0,3.0,22,Standard,Annual,355.0,7.0,0,0.289473676592798,9.342105017313026,0.07894736634349037,66.0,1596,0.6827586316290127,Millennials,613.5
64,Male,13,8.0,4.0,14,Basic,Monthly,893.0,4.0,0,0.615384568047341,68.69230240828443,0.3076922840236705,56.0,832,0.9103448306777644,Boomers,610.5
26,Female,58,8.0,5.0,10,Basic,Annual,979.0,24.0,0,0.1379310321046374,16.879310053805,0.08620689506539836,50.0,1508,0.5862069108204513,Gen Z,1075.0
42,Male,55,27.0,1.0,25,Standard,Annual,269.0,16.0,0,0.4909090819834713,4.890909001983473,0.018181817851239675,25.0,2310,0.1862069246135543,Millennials,872.5
23,Male,59,6.0,5.0,7,Premium,Quarterly,752.0,13.0,0,0.10169491353059469,12.745762495834535,0.08474576127549557,35.0,1357,0.6206896682520805,Gen Z,1041.5
39,Male,14,4.0,1.0,29,Premium,Annual,913.0,29.0,0,0.2857142653061239,65.21428105612279,0.07142856632653098,29.0,546,0.4620689840665867,Millennials,589.0
43,Female,11,18.0,10.0,28,Basic,Annual,680.0,1.0,0,1.6363634876033195,61.81817619834762,0.9090908264462886,280.0,473,0.5931034623067771,Gen X,616.0
26,Male,8,13.0,9.0,14,Basic,Annual,225.0,17.0,0,1.6249997968750256,28.12499648437544,1.1249998593750177,126.0,208,0.5379310504161707,Gen Z,268.5
54,Female,2,21.0,6.0,17,Basic,Quarterly,346.0,10.0,1,10.499994750002624,172.99991350004325,2.99999850000075,102.0,108,0.4551724325802609,Gen X,297.5
60,Male,55,20.0,9.0,7,Premium,Monthly,219.0,19.0,0,0.3636363570247935,3.9818181094214893,0.16363636066115708,63.0,3300,0.2620689909631382,Boomers,800.5
38,Female,16,14.0,3.0,27,Premium,Annual,130.0,27.0,1,0.8749999453125034,8.12499949218753,0.18749998828125072,81.0,608,0.4344827781212834,Millennials,291.5
41,Male,20,5.0,5.0,26,Premium,Quarterly,900.0,21.0,1,0.2499999875000006,44.99999775000011,0.2499999875000006,130.0,820,0.6068965652794287,Millennials,725.0
29,Male,41,14.0,8.0,18,Premium,Quarterly,443.0,25.0,1,0.3414634063057706,10.804877785246884,0.19512194646044034,144.0,1189,0.4965517414982158,Millennials,669.5
32,Male,19,11.0,1.0,10,Premium,Annual,124.0,9.0,0,0.5789473379501401,6.526315445983397,0.05263157617728546,10.0,608,0.6896551831153385,Millennials,317.5
24,Male,22,1.0,5.0,28,Basic,Monthly,100.0,19.0,0,0.045454543388429844,4.545454338842984,0.2272727169421492,140.0,528,0.6551724256837095,Gen Z,305.5
63,Male,27,30.0,9.0,17,Basic,Annual,742.0,22.0,0,1.1111110699588491,27.48148046364887,0.3333333209876548,153.0,1701,0.0827586523186671,Boomers,738.0
65,Male,11,17.0,10.0,18,Standard,Annual,1000.0,7.0,0,1.5454544049586905,90.90908264462885,0.9090908264462886,180.0,715,0.5517241533888223,Boomers,677.0
59,Female,4,30.0,7.0,23,Standard,Annual,655.0,3.0,0,7.499998125000468,163.74995906251024,1.7499995625001092,161.0,236,0.4620689840665868,Boomers,525.0
48,Male,44,24.0,10.0,2,Standard,Annual,129.0,16.0,0,0.5454545330578515,2.931818115185952,0.22727272210743815,20.0,2112,0.3379310573127221,Gen X,594.5
22,Male,1,13.0,5.0,15,Premium,Quarterly,999.0,29.0,1,12.999987000013,998.9990010009991,4.999995000005001,75.0,22,0.524137947443519,Gen Z,567.0
27,Female,14,11.0,0.0,14,Standard,Annual,434.0,20.0,0,0.7857142295918408,30.999997785714445,0.0,0.0,378,0.565517256361474,Millennials,415.5
64,Male,35,19.0,8.0,0,Premium,Annual,860.0,22.0,0,0.5428571273469392,24.571427869387776,0.22857142204081654,0.0,2240,0.2965517483947673,Boomers,873.5
30,Male,12,6.0,4.0,6,Premium,Monthly,160.0,5.0,0,0.4999999583333368,13.333332222222316,0.3333333055555579,24.0,360,0.8344827643281806,Millennials,265.0
38,Male,51,1.0,0.0,7,Premium,Annual,806.0,19.0,0,0.0196078427527874,15.803921258746643,0.0,0.0,1938,0.7931034554102256,Millennials,933.5
